pf,overexposure@10,precision@10,overexposure@20,precision@20,avg_rank
0.0,0.1,0.0,0.1,0.0,55.857142857142854
0.2,0.6799999999999999,0.0,0.7,0.0,52.962281212987364
0.4,0.75,0.0,0.755,0.0,52.02876427861165
0.6,0.6399999999999999,0.0,0.6950000000000001,0.0,51.720173764870516
0.8,0.68,0.0,0.72,0.0,53.17533880813927
1.0,0.6900000000000001,0.0,0.745,0.0,51.48402428076018
